beta,rgb_supervise,rgb_weak_supervise_prop,z_dim,smooth,alpha,img_metric_mean,img_metric_std,color_metric_mean,color_metric_std
1.0,False,0.05,64,0.001,0.1,"[9.56691249e-01 0.00000000e+00 5.07374658e+01 3.28607280e-03
 8.98771963e+01 5.61147326e+01 9.89148254e-01 0.00000000e+00
 5.27555754e+01 2.79736493e-03 8.96836138e+01 5.57278288e+01
 9.91090359e-01]","[3.34616780e+00 0.00000000e+00 4.31053074e+00 1.73990641e-03
 7.58252627e-01 3.42464996e+00 1.18966394e-02 0.00000000e+00
 5.60142001e+00 1.78178893e-03 1.60476437e+00 3.10721234e+00
 1.13412108e-02]",44.972691193121385,19.277667852578283
2.5,False,0.05,8,0.001,0.1,"[8.58836212e-01 0.00000000e+00 4.79062907e+01 4.59520949e-03
 8.98778054e+01 5.49894158e+01 9.79100293e-01 0.00000000e+00
 4.97076433e+01 3.99074595e-03 8.97185754e+01 5.42038627e+01
 9.82664643e-01]","[3.40965489e+00 0.00000000e+00 4.57998078e+00 2.40313834e-03
 7.57472955e-01 3.77468118e+00 2.04210839e-02 0.00000000e+00
 5.78185003e+00 2.46125643e-03 1.42438457e+00 3.20200180e+00
 1.97868069e-02]",44.6276610817248,18.8655378113544
1.0,False,0.05,8,0.001,2.5,"[1.01390204e+00 0.00000000e+00 4.80866206e+01 4.53695248e-03
 8.98810911e+01 5.51053286e+01 9.79555379e-01 0.00000000e+00
 5.00419244e+01 3.92863584e-03 8.97041010e+01 5.43710033e+01
 9.82965278e-01]","[3.32388973e+00 0.00000000e+00 4.74909311e+00 2.41938002e-03
 7.54694172e-01 3.93725843e+00 2.01006353e-02 0.00000000e+00
 6.20541745e+00 2.50091525e-03 1.47823955e+00 3.41541115e+00
 1.94707699e-02]",44.06838316130942,18.31943137110682
0.5,True,0.05,16,0.001,0.5,"[1.05261824e+00 0.00000000e+00 5.06730469e+01 3.41014934e-03
 8.98837161e+01 5.62153213e+01 9.87637668e-01 0.00000000e+00
 5.28418791e+01 2.88746813e-03 8.97233768e+01 5.57709806e+01
 9.89897104e-01]","[3.28135373e+00 0.00000000e+00 4.85530104e+00 1.96935128e-03
 7.56004104e-01 3.80670155e+00 1.42761393e-02 0.00000000e+00
 6.23982671e+00 1.99598247e-03 1.41752851e+00 3.43364756e+00
 1.36059200e-02]",43.2906535001405,18.47426556311819
2.5,False,0.05,8,0.005,2.5,"[9.14820340e-01 0.00000000e+00 4.80213744e+01 4.56704897e-03
 8.98796519e+01 5.51750134e+01 9.79277628e-01 0.00000000e+00
 4.98744699e+01 3.96765193e-03 8.97113660e+01 5.42872761e+01
 9.82717800e-01]","[3.31632560e+00 0.00000000e+00 4.73161405e+00 2.42207518e-03
 7.62508989e-01 3.94723949e+00 2.03727874e-02 0.00000000e+00
 6.01085917e+00 2.49254389e-03 1.43543622e+00 3.32068027e+00
 1.97545980e-02]",54.895782473593016,16.70881486068795
2.5,False,0.05,16,0.001,2.5,"[9.47705163e-01 0.00000000e+00 4.97135678e+01 3.71548144e-03
 8.98771910e+01 5.59280993e+01 9.85728640e-01 0.00000000e+00
 5.16971034e+01 3.17933080e-03 8.96933651e+01 5.51985928e+01
 9.88594751e-01]","[3.47224863e+00 0.00000000e+00 4.47316821e+00 1.94386563e-03
 7.57055870e-01 3.85868908e+00 1.45559319e-02 0.00000000e+00
 5.80107146e+00 1.99221948e-03 1.50190918e+00 3.22037348e+00
 1.37258385e-02]",44.45079623452645,18.909818403979877
2.5,True,0.05,16,0.005,2.5,"[9.34878916e-01 0.00000000e+00 4.96673095e+01 3.72451882e-03
 8.98768685e+01 5.59192934e+01 9.85667550e-01 0.00000000e+00
 5.16527047e+01 3.18965333e-03 8.96936226e+01 5.51763934e+01
 9.88535725e-01]","[3.47305948e+00 0.00000000e+00 4.40352386e+00 1.94315103e-03
 7.57835651e-01 3.84678524e+00 1.46480209e-02 0.00000000e+00
 5.76573413e+00 1.99918738e-03 1.49520417e+00 3.20038630e+00
 1.38270227e-02]",55.487523759868154,16.709858291929898
0.5,True,0.05,64,0.005,2.5,"[1.07549433e+00 0.00000000e+00 5.11336061e+01 3.15824820e-03
 8.98773934e+01 5.64251505e+01 9.89799540e-01 0.00000000e+00
 5.31542919e+01 2.70009852e-03 8.96745912e+01 5.59271871e+01
 9.91646656e-01]","[3.30414181e+00 0.00000000e+00 4.40908504e+00 1.70605907e-03
 7.60162006e-01 3.59255921e+00 1.12710902e-02 0.00000000e+00
 5.81080369e+00 1.74102682e-03 1.61988118e+00 3.21572149e+00
 1.06724366e-02]",49.90501036323352,17.973796481372517
0.5,False,0.05,8,0.005,0.1,"[8.73867045e-01 0.00000000e+00 4.83249007e+01 4.47138589e-03
 8.98848295e+01 5.51767526e+01 9.79525487e-01 0.00000000e+00
 5.01581715e+01 3.89281457e-03 8.97447966e+01 5.44291268e+01
 9.82988908e-01]","[3.20387589e+00 0.00000000e+00 4.97535505e+00 2.47824866e-03
 7.57229677e-01 3.87835721e+00 2.07355098e-02 0.00000000e+00
 6.24869808e+00 2.50347947e-03 1.33317296e+00 3.43946668e+00
 1.98555804e-02]",56.54449415245162,15.935504328959796
1.0,True,0.05,16,0.001,0.5,"[9.50883962e-01 0.00000000e+00 5.05634359e+01 3.42465070e-03
 8.98767935e+01 5.61085648e+01 9.87707184e-01 0.00000000e+00
 5.24911755e+01 2.94817183e-03 8.97038573e+01 5.55956288e+01
 9.89783145e-01]","[3.26749453e+00 0.00000000e+00 4.69058565e+00 1.94491883e-03
 7.58608772e-01 3.68281831e+00 1.40602403e-02 0.00000000e+00
 5.94229875e+00 1.96809211e-03 1.45232374e+00 3.28733722e+00
 1.34366377e-02]",43.61023318829957,19.09504121557671
1.0,False,0.05,8,0.005,0.5,"[8.82592903e-01 0.00000000e+00 4.81378260e+01 4.53983222e-03
 8.98840368e+01 5.52464057e+01 9.79041061e-01 0.00000000e+00
 4.99535138e+01 3.97224596e-03 8.97452441e+01 5.43267980e+01
 9.82478533e-01]","[3.44389744e+00 0.00000000e+00 4.88210410e+00 2.45247736e-03
 7.54698533e-01 4.02539800e+00 2.06434311e-02 0.00000000e+00
 6.22963120e+00 2.52049694e-03 1.31951735e+00 3.43146177e+00
 2.01534030e-02]",52.895441860878165,16.85548628327076
2.5,False,0.05,64,0.005,0.5,"[1.04979886e+00 0.00000000e+00 4.93980680e+01 3.75820524e-03
 8.98762409e+01 5.53729559e+01 9.86335310e-01 0.00000000e+00
 5.14819007e+01 3.17237992e-03 8.96827122e+01 5.50909914e+01
 9.88948767e-01]","[3.32725059e+00 0.00000000e+00 3.94429058e+00 1.80120915e-03
 7.60914092e-01 3.25661073e+00 1.33214072e-02 0.00000000e+00
 5.31278084e+00 1.88323036e-03 1.59419802e+00 2.96387251e+00
 1.28712264e-02]",53.163976166220344,16.90420256374606
2.5,True,0.05,8,0.005,0.5,"[8.58378755e-01 0.00000000e+00 4.79104710e+01 4.60389042e-03
 8.98850034e+01 5.52369608e+01 9.78911276e-01 0.00000000e+00
 4.97473029e+01 4.02982966e-03 8.97412677e+01 5.42236925e+01
 9.82310327e-01]","[3.44200242e+00 0.00000000e+00 4.66447198e+00 2.39911756e-03
 7.54464040e-01 4.08664368e+00 2.03379361e-02 0.00000000e+00
 6.09389540e+00 2.50435297e-03 1.35373209e+00 3.36544238e+00
 1.99067887e-02]",56.15790589973217,17.127448678032952
1.0,True,0.05,8,0.005,0.1,"[8.62598212e-01 0.00000000e+00 4.82364177e+01 4.48604907e-03
 8.98826396e+01 5.52678007e+01 9.79631709e-01 0.00000000e+00
 5.00806904e+01 3.90932341e-03 8.97367498e+01 5.43903863e+01
 9.83038707e-01]","[3.33901755e+00 0.00000000e+00 4.84123871e+00 2.44202227e-03
 7.56786761e-01 3.99954796e+00 2.03725811e-02 0.00000000e+00
 6.16205034e+00 2.50115388e-03 1.36762265e+00 3.40202925e+00
 1.96996243e-02]",52.11659752975061,18.46006086318303
2.5,True,0.05,64,0.005,1.0,"[9.13131098e-01 0.00000000e+00 4.96128328e+01 3.72296955e-03
 8.98774564e+01 5.58006427e+01 9.86101948e-01 0.00000000e+00
 5.14649530e+01 3.23223291e-03 8.96789674e+01 5.50825176e+01
 9.88409262e-01]","[3.27315659e+00 0.00000000e+00 4.28466772e+00 1.88246474e-03
 7.59244244e-01 3.71312585e+00 1.39936977e-02 0.00000000e+00
 5.64874743e+00 1.96496164e-03 1.61375851e+00 3.14827129e+00
 1.36158877e-02]",49.33047313222162,18.263948123678862
0.5,True,0.05,8,0.005,0.5,"[1.02369288e+00 0.00000000e+00 4.82725268e+01 4.49551189e-03
 8.98811055e+01 5.51803645e+01 9.79535506e-01 0.00000000e+00
 5.01832782e+01 3.90465934e-03 8.96911369e+01 5.44416802e+01
 9.82963469e-01]","[3.38298896e+00 0.00000000e+00 4.99096054e+00 2.46468217e-03
 7.57133083e-01 3.94608633e+00 2.04844635e-02 0.00000000e+00
 6.35447629e+00 2.53307584e-03 1.57940131e+00 3.49495122e+00
 1.98616088e-02]",56.849797325314064,15.74841552263758
1.0,True,0.05,16,0.001,2.5,"[1.43143574e+00 0.00000000e+00 5.01771416e+01 3.55807671e-03
 8.98761486e+01 5.58189152e+01 9.86958823e-01 0.00000000e+00
 5.18774679e+01 3.10102068e-03 8.96674097e+01 5.52887750e+01
 9.89120899e-01]","[3.62218597e+00 0.00000000e+00 4.60133833e+00 1.96867261e-03
 7.59647273e-01 3.49698409e+00 1.42860608e-02 0.00000000e+00
 5.60609485e+00 1.99355216e-03 1.63796451e+00 3.12111436e+00
 1.37114671e-02]",43.92433297122535,19.085532212978645
2.5,False,0.05,8,0.001,0.5,"[8.51539095e-01 0.00000000e+00 4.79016014e+01 4.60860249e-03
 8.98847338e+01 5.52148084e+01 9.78890959e-01 0.00000000e+00
 4.97311926e+01 4.03327204e-03 8.97368268e+01 5.42156374e+01
 9.82321905e-01]","[3.41288052e+00 0.00000000e+00 4.66969412e+00 2.39931887e-03
 7.54930679e-01 4.08159826e+00 2.03349274e-02 0.00000000e+00
 6.08556620e+00 2.49909793e-03 1.36367369e+00 3.36079332e+00
 1.98319115e-02]",44.20920884876975,18.34317941916624
0.5,True,0.05,8,0.001,1.0,"[1.13427253e+00 0.00000000e+00 4.82032155e+01 4.50348274e-03
 8.98752169e+01 5.51247926e+01 9.79668403e-01 0.00000000e+00
 4.98298074e+01 3.97220703e-03 8.96671629e+01 5.42649448e+01
 9.82670767e-01]","[3.56230325e+00 0.00000000e+00 4.85545562e+00 2.44550525e-03
 7.63393780e-01 3.87090938e+00 2.03401984e-02 0.00000000e+00
 5.93630240e+00 2.49018195e-03 1.62034194e+00 3.28618501e+00
 1.98247539e-02]",44.29982303094769,19.226499220816248
1.0,False,0.05,64,0.005,2.5,"[8.84076694e-01 0.00000000e+00 5.06050725e+01 3.33353507e-03
 8.98731428e+01 5.61902786e+01 9.88677045e-01 0.00000000e+00
 5.24591312e+01 2.87583177e-03 8.96942689e+01 5.55796067e+01
 9.90716929e-01]","[3.31432965e+00 0.00000000e+00 4.30459033e+00 1.74645130e-03
 7.61207004e-01 3.57657298e+00 1.20933598e-02 0.00000000e+00
 5.53670205e+00 1.78400602e-03 1.49818280e+00 3.07390867e+00
 1.15232330e-02]",47.7673427364078,17.88579998805084
0.5,True,0.05,16,0.001,0.1,"[1.00364795e+00 0.00000000e+00 5.04546399e+01 3.45758346e-03
 8.98683576e+01 5.59118586e+01 9.87540174e-01 0.00000000e+00
 5.26359278e+01 2.90816370e-03 8.96313591e+01 5.56680050e+01
 9.89972577e-01]","[3.32438520e+00 0.00000000e+00 4.61851924e+00 1.96440395e-03
 7.70088713e-01 3.57820563e+00 1.43263660e-02 0.00000000e+00
 5.92336264e+00 1.99770691e-03 1.80365299e+00 3.27137075e+00
 1.36854325e-02]",43.97751312417422,18.840281094626473
2.5,True,0.05,16,0.001,2.5,"[9.34143260e-01 0.00000000e+00 4.96864516e+01 3.72283248e-03
 8.98773604e+01 5.59306295e+01 9.85664006e-01 0.00000000e+00
 5.16779846e+01 3.18377755e-03 8.96916221e+01 5.51890334e+01
 9.88578852e-01]","[3.45368159e+00 0.00000000e+00 4.44814181e+00 1.94518625e-03
 7.57060249e-01 3.85775164e+00 1.46291815e-02 0.00000000e+00
 5.77875188e+00 1.99904491e-03 1.52755971e+00 3.20705526e+00
 1.38219036e-02]",43.08810913652898,17.98425700660423
2.5,False,0.05,64,0.005,0.1,"[8.83258884e-01 0.00000000e+00 4.95558564e+01 3.73277745e-03
 8.98801578e+01 5.56482962e+01 9.85933675e-01 0.00000000e+00
 5.15376784e+01 3.20739549e-03 8.97159241e+01 5.51188803e+01
 9.88487095e-01]","[3.13653825e+00 0.00000000e+00 4.22035009e+00 1.85368750e-03
 7.55518830e-01 3.49618558e+00 1.39454893e-02 0.00000000e+00
 5.66997451e+00 1.95283898e-03 1.47632507e+00 3.14936861e+00
 1.36727903e-02]",55.918739591020795,16.614159802746567
1.0,False,0.05,8,0.005,0.1,"[8.55405138e-01 0.00000000e+00 4.82217273e+01 4.48957896e-03
 8.98827731e+01 5.52614879e+01 9.79629971e-01 0.00000000e+00
 5.00762113e+01 3.90865070e-03 8.97351292e+01 5.43881467e+01
 9.83045803e-01]","[3.32456697e+00 0.00000000e+00 4.82324972e+00 2.43765026e-03
 7.56102592e-01 3.98999569e+00 2.03289984e-02 0.00000000e+00
 6.14682838e+00 2.49884206e-03 1.36929366e+00 3.39410085e+00
 1.96729711e-02]",51.23188627529869,17.854538002478606
0.5,False,0.05,64,0.005,2.5,"[1.08414622e+00 0.00000000e+00 5.11280136e+01 3.16255947e-03
 8.98776798e+01 5.64163859e+01 9.89778469e-01 0.00000000e+00
 5.31395565e+01 2.70374481e-03 8.96758639e+01 5.59198194e+01
 9.91623243e-01]","[3.36243903e+00 0.00000000e+00 4.42627147e+00 1.70791862e-03
 7.59661873e-01 3.58437309e+00 1.12435979e-02 0.00000000e+00
 5.79450686e+00 1.74272546e-03 1.61494319e+00 3.20878311e+00
 1.06447193e-02]",49.92643314988452,19.03931381403281
0.5,False,0.05,16,0.005,0.5,"[1.04794375e+00 0.00000000e+00 5.06617454e+01 3.41531081e-03
 8.98838958e+01 5.62032168e+01 9.87609184e-01 0.00000000e+00
 5.28584000e+01 2.88732611e-03 8.97244116e+01 5.57792411e+01
 9.89891833e-01]","[3.26725032e+00 0.00000000e+00 4.86460629e+00 1.96969310e-03
 7.55774393e-01 3.80922267e+00 1.42713783e-02 0.00000000e+00
 6.27768005e+00 1.99788968e-03 1.41132732e+00 3.45387370e+00
 1.35963266e-02]",51.70669052874296,18.14546819589863
1.0,False,0.05,16,0.005,0.5,"[9.53021106e-01 0.00000000e+00 5.05657814e+01 3.42496693e-03
 8.98769806e+01 5.61147770e+01 9.87707291e-01 0.00000000e+00
 5.25010181e+01 2.94714255e-03 8.97056786e+01 5.56005501e+01
 9.89780364e-01]","[3.27902656e+00 0.00000000e+00 4.68985047e+00 1.94944311e-03
 7.59303487e-01 3.68374931e+00 1.40915915e-02 0.00000000e+00
 5.94909085e+00 1.97336801e-03 1.44885294e+00 3.29055676e+00
 1.34696791e-02]",46.802245918725696,18.20082162375925
2.5,False,0.05,16,0.005,0.1,"[9.61768144e-01 0.00000000e+00 4.96965661e+01 3.70570647e-03
 8.98748830e+01 5.57189595e+01 9.86164770e-01 0.00000000e+00
 5.17191200e+01 3.17293035e-03 8.97035647e+01 5.52096011e+01
 9.88679489e-01]","[3.15950715e+00 0.00000000e+00 4.30944129e+00 1.96310931e-03
 7.62164433e-01 3.53242435e+00 1.46576547e-02 0.00000000e+00
 5.75040840e+00 2.03390865e-03 1.45162108e+00 3.18206652e+00
 1.42331793e-02]",47.88382154449342,18.6411524041681
0.5,False,0.05,16,0.001,2.5,"[8.65041150e-01 0.00000000e+00 5.03385029e+01 3.50949970e-03
 8.98686186e+01 5.58720103e+01 9.87400260e-01 0.00000000e+00
 5.25371097e+01 2.94463549e-03 8.96651758e+01 5.56185959e+01
 9.89850220e-01]","[3.40451874e+00 0.00000000e+00 4.68225335e+00 1.97685941e-03
 7.70574128e-01 3.62454983e+00 1.42696628e-02 0.00000000e+00
 5.96341764e+00 2.00667531e-03 1.62490383e+00 3.29463295e+00
 1.36405944e-02]",43.59481284847391,18.76136074744218
2.5,False,0.05,8,0.005,1.0,"[8.44367583e-01 0.00000000e+00 4.76553243e+01 4.69446030e-03
 8.98813891e+01 5.49992272e+01 9.78574782e-01 0.00000000e+00
 4.95457540e+01 4.07874829e-03 8.97284901e+01 5.41229181e+01
 9.82157003e-01]","[3.26182382e+00 0.00000000e+00 4.48695793e+00 2.35787276e-03
 7.59069431e-01 3.95896237e+00 2.02668355e-02 0.00000000e+00
 5.95299431e+00 2.46270128e-03 1.36961799e+00 3.28334019e+00
 1.98142423e-02]",49.695740667395086,19.037764697251124
2.5,False,0.05,64,0.005,2.5,"[9.92401140e-01 0.00000000e+00 4.96030060e+01 3.71735790e-03
 8.98777386e+01 5.56801860e+01 9.86215545e-01 0.00000000e+00
 5.14437016e+01 3.21158078e-03 8.96763274e+01 5.50718919e+01
 9.88634942e-01]","[3.40677999e+00 0.00000000e+00 4.23047611e+00 1.85625643e-03
 7.57653255e-01 3.50118499e+00 1.35691943e-02 0.00000000e+00
 5.48387574e+00 1.91768928e-03 1.63527874e+00 3.06053889e+00
 1.30428531e-02]",59.3033977308501,15.61291160237867
0.5,True,0.05,16,0.001,1.0,"[9.46354646e-01 0.00000000e+00 5.04129445e+01 3.46380682e-03
 8.98733466e+01 5.58790125e+01 9.87473651e-01 0.00000000e+00
 5.22261547e+01 2.99310698e-03 8.97035526e+01 5.54631185e+01
 9.89600676e-01]","[3.37020901e+00 0.00000000e+00 4.57307145e+00 1.93751354e-03
 7.60069532e-01 3.50990025e+00 1.41000478e-02 0.00000000e+00
 5.67746746e+00 1.95298152e-03 1.44985091e+00 3.15164597e+00
 1.34971274e-02]",44.29982730405452,18.906504935741484
2.5,True,0.05,64,0.001,2.5,"[9.93233492e-01 0.00000000e+00 4.96165867e+01 3.71312832e-03
 8.98776295e+01 5.56751896e+01 9.86248925e-01 0.00000000e+00
 5.14354464e+01 3.21432146e-03 8.96672222e+01 5.50677643e+01
 9.88629005e-01]","[3.38802015e+00 0.00000000e+00 4.24043463e+00 1.85682363e-03
 7.57810488e-01 3.49701009e+00 1.35416638e-02 0.00000000e+00
 5.48121885e+00 1.91985786e-03 1.67632351e+00 3.06115444e+00
 1.30716259e-02]",45.942878582304786,18.709386876351598
0.5,False,0.05,8,0.005,2.5,"[8.85620821e-01 0.00000000e+00 4.79879773e+01 4.61332881e-03
 8.98841563e+01 5.52890258e+01 9.78840160e-01 0.00000000e+00
 4.98283731e+01 4.03645172e-03 8.97361846e+01 5.42642276e+01
 9.82235897e-01]","[3.30525334e+00 0.00000000e+00 4.86872993e+00 2.49679089e-03
 7.54484031e-01 4.16097949e+00 2.10161072e-02 0.00000000e+00
 6.27431601e+00 2.57520625e-03 1.34176750e+00 3.45213016e+00
 2.04776309e-02]",47.833960353279316,18.707626259885885
1.0,True,0.05,16,0.005,2.5,"[1.44133493e+00 0.00000000e+00 5.02067484e+01 3.55331794e-03
 8.98762566e+01 5.58166789e+01 9.86968152e-01 0.00000000e+00
 5.19043712e+01 3.09781782e-03 8.96661284e+01 5.53022267e+01
 9.89121186e-01]","[3.67900323e+00 0.00000000e+00 4.63457849e+00 1.97618091e-03
 7.59517571e-01 3.49845005e+00 1.42804279e-02 0.00000000e+00
 5.63480038e+00 1.99751551e-03 1.64500311e+00 3.13477460e+00
 1.36843286e-02]",48.46071527290322,18.853289787645608
2.5,False,0.05,16,0.005,1.0,"[1.03203416e+00 0.00000000e+00 4.97160295e+01 3.72187412e-03
 8.98728356e+01 5.57006777e+01 9.85966873e-01 0.00000000e+00
 5.16277361e+01 3.21477766e-03 8.96763488e+01 5.51639091e+01
 9.88397074e-01]","[3.36676206e+00 0.00000000e+00 4.46410649e+00 2.00079083e-03
 7.66390849e-01 3.63169062e+00 1.49652858e-02 0.00000000e+00
 5.80209989e+00 2.05759439e-03 1.62187376e+00 3.21379983e+00
 1.43119914e-02]",60.040700214194985,15.828074668450817
1.0,False,0.05,8,0.001,0.1,"[8.62428049e-01 0.00000000e+00 4.82166973e+01 4.49393430e-03
 8.98829837e+01 5.52511858e+01 9.79598120e-01 0.00000000e+00
 5.00656966e+01 3.91257965e-03 8.97330368e+01 5.43828894e+01
 9.83004511e-01]","[3.35231203e+00 0.00000000e+00 4.83477080e+00 2.44182608e-03
 7.56435425e-01 3.98944014e+00 2.03940617e-02 0.00000000e+00
 6.14378883e+00 2.50216809e-03 1.38280987e+00 3.39259486e+00
 1.97554407e-02]",45.02310617727792,18.938060337039538
