,non_given_dims,beta,rgb_supervise,rgb_weak_supervise_prop,rgb_temp_beta,rgb_lambda,adversarial_supervise,adversarial_lambda,adversarial_target_language,encoder_class,color_metric_mean,color_metric_std,deltae,issm,psnr,rmse,sam,sre,ssim1,issm1,psnr1,rmse1,sam1,sre1
314,50,1.0,1,0.05,0.99,20,0,20,1,1,80.62362848155823,11.581281644375062,99.82352425781681,0.0,51.2443736,0.00301264196,89.9309064,56.2530778,0.993145425,0.0,53.3515991,0.00248597547,89.8353959,56.1413683
122,50,1.0,1,0.05,0.99,20,0,30,1,1,80.44142086218949,12.778816364880797,99.84242911985986,0.0,51.6368269,0.0029195446,89.9185147,56.5659215,0.993500828,0.0,53.8603849,0.00237479485,89.7728673,56.4098095
226,50,1.0,1,0.1,0.9,1,0,20,1,1,76.93660776563675,12.91956980800424,99.81488543253043,0.0,53.1450979,0.00239661278,89.9197324,57.2752104,0.99564025,0.0,55.2596169,0.00196899914,89.7827249,57.1137775
175,50,1.0,1,0.1,0.9,1,0,30,1,1,76.70420753505697,12.6472733169056,99.82835845350694,0.0,52.4611704,0.00259955092,89.9148248,56.9850034,0.994685766,0.0,54.4608556,0.0021618118,89.7581742,56.714992
145,50,1.0,1,0.1,0.9,5,0,20,1,1,79.81738378653333,11.817017726338255,99.83501236215255,0.0,52.3651954,0.00260334191,89.9104137,56.7915072,0.994951176,0.0,54.4096046,0.00215496102,89.7616215,56.6964112
140,50,1.0,1,0.1,0.9,5,0,30,1,1,76.82970939965278,13.360282042337724,99.82929209953272,0.0,52.9461762,0.00245993068,89.9184305,57.277977,0.995318141,0.0,55.073794,0.00203296029,89.7699391,57.0262465
110,50,1.0,1,0.1,0.9,10,0,20,1,1,76.10497387458518,11.653485988877485,99.83434409347993,0.0,52.0755804,0.00271808077,89.9339474,56.9790487,0.993788525,0.0,53.741886,0.00237778692,89.8167054,56.346705
155,50,1.0,1,0.1,0.9,10,0,30,1,1,78.4068935579942,12.347706619424148,99.79216437486714,0.0,52.8571824,0.00248941996,89.9324693,57.2119528,0.995242354,0.0,54.9151972,0.00206804558,89.7987246,56.938594
163,50,1.0,1,0.1,0.9,20,0,20,1,1,77.55758989465855,12.692143374142285,99.8169451130877,0.0,52.9558446,0.00245441978,89.9219023,57.2232914,0.995342333,0.0,55.2117173,0.0020074344,89.7531648,57.0752914
93,50,1.0,1,0.1,0.9,20,0,30,1,1,77.2864181742231,11.990217960866335,99.84098531717409,0.0,52.5795188,0.00255665827,89.916548,57.0461595,0.995003022,0.0,54.5918673,0.00212830012,89.7659951,56.7857622
309,50,1.0,1,0.1,0.98,1,0,20,1,1,84.25474749712023,9.65208863318478,99.82840266925467,0.0,52.4332697,0.00262700328,89.9191046,56.8700673,0.994755733,0.0,54.7416514,0.00213521263,89.7744101,56.864455
221,50,1.0,1,0.1,0.98,1,0,30,1,1,82.75103559013151,10.013132403652971,99.84700024103196,0.0,51.9306753,0.00278159289,89.923913,56.7587421,0.994034533,0.0,54.2142095,0.00226884932,89.8022564,56.5851766
317,50,1.0,1,0.1,0.98,5,0,20,1,1,82.45664310442986,10.30252253704256,99.79757506566882,0.0,52.5617209,0.00260823126,89.9318206,57.0373374,0.994719936,0.0,54.8022991,0.00212808409,89.783964,56.9118477
102,50,1.0,1,0.1,0.98,5,0,30,1,1,80.22502113176358,10.726248282863123,99.83635454711552,0.0,52.4332012,0.00261807682,89.9351942,57.0474394,0.994544397,0.0,54.5125945,0.00217766408,89.8276062,56.7517893
216,50,1.0,1,0.1,0.98,10,0,20,1,1,83.0850901417546,9.514138817106511,99.79292987294771,0.0,52.4783602,0.0026145609,89.895358,56.9189748,0.994591551,0.0,54.4958629,0.0021839715,89.7674468,56.7177196
182,50,1.0,1,0.1,0.98,10,0,30,1,1,81.94932554452116,10.05989943623098,99.82281592329961,0.0,52.2837383,0.00265007415,89.9183615,56.7949251,0.994588815,0.0,54.3031308,0.00220380081,89.7718951,56.6244706
168,50,1.0,1,0.1,0.98,20,0,20,1,1,82.56021934013569,9.335433637542062,99.86528273872983,0.0,52.1062758,0.00268735807,89.93299,56.8417148,0.994400111,0.0,54.1583544,0.00223068633,89.8202391,56.550484
148,50,1.0,1,0.1,0.98,20,0,30,1,1,81.61974799960647,11.270842955542152,99.79159884329758,0.0,52.5818152,0.00257848746,89.918512,57.0238208,0.994840043,0.0,54.7947861,0.00211887192,89.7897092,56.882506
114,50,1.0,1,0.1,0.99,1,0,20,1,1,84.60986301319805,9.435144996925825,99.81838165474478,0.0,52.3585564,0.00266770773,89.9093639,56.8948017,0.994567889,0.0,54.4999866,0.0021925724,89.7525329,56.7537297
144,50,1.0,1,0.1,0.99,1,0,30,1,1,84.8614192397214,9.500555951551728,99.84321400513603,0.0,52.396822,0.00265812162,89.8990187,56.9256965,0.99451554,0.0,54.5672773,0.00218797788,89.7611354,56.7717706
234,50,1.0,1,0.1,0.99,5,0,20,1,1,85.04054591851101,8.897421650568802,99.83914158191915,0.0,52.1699977,0.00271799415,89.918009,56.7416339,0.994143996,0.0,54.2337318,0.00225506073,89.8097061,56.5960242
101,50,1.0,1,0.1,0.99,5,0,30,1,1,86.12521595678461,8.543257784199458,99.80336352490245,0.0,52.2307357,0.00270534779,89.9221158,56.6399056,0.994285272,0.0,54.2625252,0.00224442042,89.8226528,56.6192875
214,50,1.0,1,0.1,0.99,10,0,20,1,1,83.87527365547363,9.2154939630276,99.82015189127274,0.0,51.9397,0.00278492645,89.9226251,56.6987483,0.993899757,0.0,54.0229141,0.0023079904,89.8336048,56.4875362
90,50,1.0,1,0.1,0.99,10,0,30,1,1,84.21998497007785,9.193843907411017,99.84668169379444,0.0,52.0114233,0.0027404086,89.9172471,56.7466028,0.99429514,0.0,54.1373673,0.00225831977,89.770396,56.553242
167,50,1.0,1,0.1,0.99,20,0,20,1,1,82.61374292867244,9.650747618137784,99.81752866047619,0.0,51.1770901,0.00300395123,89.9017692,56.1911306,0.993682991,0.0,53.5407867,0.00240891412,89.7100726,56.229837
313,50,1.0,1,0.1,0.99,20,0,30,1,1,83.78952405294943,9.126005895415524,99.84210251485028,0.0,51.5754679,0.0029059211,89.9248705,56.3896514,0.993518755,0.0,53.7163989,0.00239367227,89.8089963,56.3432116
111,50,1.0,1,0.25,0.9,1,0,20,1,1,86.40367741066333,9.146143632983502,99.81067490780839,0.0,53.1551683,0.00242058736,89.9344509,57.4073893,0.995382573,0.0,55.3015377,0.00199859953,89.7621743,57.1493545
318,50,1.0,1,0.25,0.9,1,0,30,1,1,87.58205903451486,8.698620397705312,99.82255384386177,0.0,53.0578465,0.00244618033,89.9088601,57.3858256,0.995213663,0.0,55.1213567,0.0020361844,89.7687259,57.0351785
119,50,1.0,1,0.25,0.9,5,0,20,1,1,88.30413391492138,7.724501520997782,99.8419406333064,0.0,52.9134089,0.00247517203,89.9213994,57.3401206,0.995166546,0.0,54.9910989,0.00205634516,89.7830071,56.9869661
136,50,1.0,1,0.25,0.9,5,0,30,1,1,85.52752483159708,8.764836380183906,99.86987976617453,0.0,52.2302253,0.00265287723,89.9176902,56.9461175,0.994715889,0.0,54.4414667,0.00216764185,89.7882837,56.7051608
153,50,1.0,1,0.25,0.9,10,0,20,1,1,83.78285666903096,10.335775392082883,99.80769031710093,0.0,52.8352554,0.00248674208,89.913419,57.2941847,0.9953282,0.0,55.0236521,0.00203040254,89.7965588,56.999709
165,50,1.0,1,0.25,0.9,10,0,30,1,1,87.35751979417388,8.07828636042858,99.83635262284103,0.0,53.0542402,0.00244124137,89.927385,57.4321848,0.995257352,0.0,55.2209525,0.00201184574,89.7816645,57.1098157
115,50,1.0,1,0.25,0.9,20,0,20,1,1,84.28963736750083,9.615142618427486,99.81765721034377,0.0,53.0779568,0.0024423913,89.9061454,57.1414013,0.9952583,0.0,55.0972332,0.00202997717,89.8080992,57.0230424
289,50,1.0,1,0.25,0.9,20,0,30,1,1,86.19002589920197,9.271507020297806,99.83335061109865,0.0,52.9803403,0.00245946268,89.9225523,57.150574,0.995132377,0.0,54.8394413,0.0020863686,89.7706029,56.8951064
220,50,1.0,1,0.25,0.98,1,0,20,1,1,87.58397563835769,7.797711356451644,99.83499878128934,0.0,52.7060271,0.00253137733,89.9316564,57.2469716,0.994799903,0.0,54.7245142,0.00212470154,89.7989424,56.849781
325,50,1.0,1,0.25,0.98,1,0,30,1,1,86.92615418927477,8.190617675034945,99.79606533094079,0.0,52.5211254,0.00260439385,89.9330334,56.8847686,0.994609318,0.0,54.5627904,0.00217481681,89.7873526,56.7563185
248,50,1.0,1,0.25,0.98,5,0,20,1,1,87.37160673373894,9.4786843596273,99.85638526890008,0.0,52.7873532,0.0025291214,89.9179146,57.0877452,0.994931771,0.0,54.7240444,0.0021122712,89.7626101,56.8416069
121,50,1.0,1,0.25,0.98,5,0,30,1,1,87.21946865972926,8.198682386542542,99.85250130639578,0.0,53.0218702,0.00246988895,89.9294216,57.2498427,0.995233076,0.0,55.1923504,0.00202819224,89.7683912,57.0731439
213,50,1.0,1,0.25,0.98,10,0,20,1,1,87.79382779172839,7.421878463341956,99.82897432368044,0.0,52.9426143,0.00248630379,89.9159668,57.1579771,0.99503862,0.0,54.8303899,0.00210329909,89.7868591,56.910802
166,50,1.0,1,0.25,0.98,10,0,30,1,1,87.16601884741884,8.078719325328544,99.8198888389431,0.0,52.6986063,0.00255486503,89.9352023,57.1541683,0.994827149,0.0,54.8816854,0.00210235946,89.8080863,56.9350849
306,50,1.0,1,0.25,0.98,20,0,20,1,1,88.17793651757542,7.902843603531608,99.8171143688662,0.0,53.3572706,0.00236813056,89.924003,57.3688379,0.995408022,0.0,55.3790092,0.00197445001,89.8039366,57.1855231
197,50,1.0,1,0.25,0.98,20,0,30,1,1,88.57304783967446,7.597839221765129,99.83467470824371,0.0,53.0916274,0.00243033785,89.9189015,57.2963094,0.995326326,0.0,55.1709024,0.00201505688,89.7958218,57.0638344
146,50,1.0,1,0.25,0.99,1,0,20,1,1,87.90749215049277,7.5115178700525025,99.8456181745237,0.0,52.3967419,0.00263807446,89.9110656,56.823121,0.994633606,0.0,54.2669127,0.00222508335,89.7470562,56.5950051
156,50,1.0,1,0.25,0.99,1,0,30,1,1,88.63329848622985,7.195338856454442,99.82997383450416,0.0,52.5141497,0.00260260848,89.9339281,57.0194417,0.994543238,0.0,54.5628634,0.00217738459,89.8136566,56.7645379
243,50,1.0,1,0.25,0.99,5,0,20,1,1,88.04635824601613,7.419246423736489,99.84029424339224,0.0,52.5326404,0.00259704442,89.9229373,57.1293638,0.994803245,0.0,54.7047055,0.00214276964,89.8228467,56.8331845
170,50,1.0,1,0.25,0.99,5,0,30,1,1,86.91824421059336,9.947346924355884,99.79839033428594,0.0,52.4685566,0.00264028317,89.9157494,57.0365421,0.994543239,0.0,54.6691749,0.002171107,89.7553474,56.8092752
96,50,1.0,1,0.25,0.99,10,0,20,1,1,86.84408473984314,8.95658527986201,99.81223884780228,0.0,52.6850499,0.0025554779,89.9133296,56.9931238,0.994854701,0.0,54.5974774,0.00214547225,89.8045026,56.7923364
222,50,1.0,1,0.25,0.99,10,0,30,1,1,88.105621474091,9.276922783293928,99.81830634721337,0.0,53.075512,0.00246916937,89.9222242,57.2952441,0.995059025,0.0,55.1860963,0.0020499547,89.7772835,57.0763488
319,50,1.0,1,0.25,0.99,20,0,20,1,1,87.68880755527145,7.689946103655925,99.80693360742355,0.0,52.6395745,0.0025581069,89.9195404,57.0067783,0.994783355,0.0,54.4522801,0.00217201565,89.7574726,56.6925096
284,50,1.0,1,0.25,0.99,20,0,30,1,1,87.92283312666241,8.143619375496373,99.81526223871194,0.0,52.6853983,0.00255587418,89.9310574,56.9478363,0.994755536,0.0,54.5553831,0.00216079305,89.7618809,56.7667982
270,50,1.0,1,0.4,0.9,1,0,20,1,1,88.20758768715064,7.79981096305834,99.81559614799485,0.0,53.5221433,0.00233736649,89.9099879,57.4389218,0.995471245,0.0,55.537614,0.00195981959,89.7544354,57.2714642
129,50,1.0,1,0.4,0.9,1,0,30,1,1,88.26170307381179,8.53753532675836,99.82429658040397,0.0,53.2468735,0.00239369,89.9266389,57.4072747,0.995409922,0.0,55.3552219,0.00198032775,89.8278633,57.1672202
157,50,1.0,1,0.4,0.9,5,0,20,1,1,88.30095774218908,7.93628185461028,99.81580111707613,0.0,53.4428785,0.00234021236,89.9268491,57.428163,0.995581033,0.0,55.5192112,0.00194527678,89.8340064,57.2528005
283,50,1.0,1,0.4,0.9,5,0,30,1,1,87.97344788092722,8.395667141406605,99.80329415615441,0.0,53.5699855,0.00231520592,89.9242718,57.5085567,0.995690276,0.0,55.7158513,0.00191268766,89.7319787,57.3539389
311,50,1.0,1,0.4,0.9,10,0,20,1,1,88.81198594632806,7.954615828669451,99.83405442598209,0.0,53.1822005,0.00241054648,89.9223758,57.3424002,0.995371795,0.0,55.2361723,0.00201324398,89.805383,57.0848037
240,50,1.0,1,0.4,0.9,10,0,30,1,1,87.5502475184291,8.747023319978915,99.84731809975099,0.0,53.0705614,0.00244110734,89.9124097,57.2822545,0.995273555,0.0,55.1123023,0.00202801713,89.7447032,57.0517915
142,50,1.0,1,0.4,0.9,20,0,20,1,1,88.56021250587592,8.52674015768074,99.83591572513787,0.0,53.1106873,0.00243567845,89.9208571,57.2373715,0.995369187,0.0,55.3970527,0.00198148804,89.8085816,57.1810352
205,50,1.0,1,0.4,0.9,20,0,30,1,1,88.09519970176397,7.7141826946878576,99.82253653988175,0.0,53.4679412,0.00233672217,89.9239478,57.4298412,0.995529295,0.0,55.3841778,0.00196936159,89.8070626,57.1688375
201,50,1.0,1,0.4,0.98,1,0,20,1,1,87.50533568606646,8.756633023949817,99.79844978392995,0.0,52.8674058,0.00250620154,89.9187438,57.2645656,0.995058,0.0,55.0472519,0.00206225704,89.775133,57.0038448
127,50,1.0,1,0.4,0.98,1,0,30,1,1,88.36097369454296,8.553507540253225,99.8333071676418,0.0,53.0863376,0.00242372213,89.9322813,57.2898135,0.995261753,0.0,54.996157,0.00204011533,89.7685736,56.985969
244,50,1.0,1,0.4,0.98,5,0,20,1,1,89.14493410319275,7.865743147278955,99.84408366603523,0.0,53.0247198,0.00245745756,89.9353066,57.310336,0.995156801,0.0,54.9778088,0.00205763719,89.8133054,56.9784141
124,50,1.0,1,0.4,0.98,5,0,30,1,1,89.28138307301467,7.723290992005579,99.81853486154428,0.0,53.2414603,0.00238595338,89.9303516,57.3451265,0.995339397,0.0,55.2127924,0.00200900161,89.7969578,57.0722795
128,50,1.0,1,0.4,0.98,10,0,20,1,1,88.8958339184977,7.553531954471816,99.829813385921,0.0,53.4516902,0.00233785151,89.9190552,57.36948,0.995636509,0.0,55.5595582,0.00193160023,89.7692257,57.26901
304,50,1.0,1,0.4,0.98,10,0,30,1,1,89.20663661964659,7.26989709868433,99.83669242924753,0.0,52.8422264,0.00250648526,89.9300027,57.1061147,0.994893232,0.0,54.6492949,0.00213029584,89.8235213,56.8206656
174,50,1.0,1,0.4,0.98,20,0,20,1,1,87.6212881358068,7.653558027746942,99.8100116890261,0.0,52.7513356,0.00251178599,89.920102,57.0544969,0.995016776,0.0,54.4966586,0.00213991201,89.7731002,56.7253829
117,50,1.0,1,0.4,0.98,20,0,30,1,1,89.53772823473066,7.613995935130916,99.84601194167124,0.0,53.3941699,0.00235672207,89.9281038,57.4929753,0.995373803,0.0,55.3498067,0.00198714573,89.7805019,57.164288
305,50,1.0,1,0.4,0.99,1,0,20,1,1,88.83350303639132,7.323076811119538,99.82828909336253,0.0,52.6695981,0.00253888964,89.919742,57.2908774,0.99510697,0.0,55.0237983,0.00205332454,89.7763069,57.0025502
178,50,1.0,1,0.4,0.99,1,0,30,1,1,88.98820441671549,7.713557136395885,99.8090448958497,0.0,53.4855457,0.00233826468,89.9278092,57.5610662,0.995625302,0.0,55.5181418,0.00194804736,89.7823567,57.2456071
247,50,1.0,1,0.4,0.99,5,0,20,1,1,87.71845003629484,8.441321295667112,99.8005365603278,0.0,53.0222288,0.00244649164,89.9302499,57.1658332,0.995244856,0.0,55.0544653,0.00203567281,89.7653034,57.0105127
134,50,1.0,1,0.4,0.99,5,0,30,1,1,88.20782593911845,8.072370299482975,99.83937118031008,0.0,53.2586312,0.00240268479,89.9302829,57.3442408,0.995307487,0.0,55.3060966,0.00199564693,89.8161922,57.1507999
223,50,1.0,1,0.4,0.99,10,0,20,1,1,88.56242831780845,7.621678908596272,99.83349591521822,0.0,53.0700835,0.00244920076,89.9214703,57.4320753,0.995179295,0.0,55.1768723,0.00202981912,89.7642545,57.080791
302,50,1.0,1,0.4,0.99,10,0,30,1,1,88.25516036985744,8.896622195747183,99.82547858757236,0.0,53.0925803,0.00245104388,89.9276248,57.293174,0.995019841,0.0,55.0908637,0.00206466105,89.79506,57.0216362
271,50,1.0,1,0.4,0.99,20,0,20,1,1,87.63020510761693,7.824134858073031,99.82387673309951,0.0,52.9083074,0.00249152617,89.9002604,57.0333163,0.99508564,0.0,54.76505,0.00210333664,89.7281113,56.8528362
261,50,1.0,1,0.4,0.99,20,0,30,1,1,89.06257898351349,7.885476620907361,99.8140800628667,0.0,53.23924,0.00243002433,89.9241011,57.3237952,0.995131647,0.0,55.2424431,0.00203204012,89.7882863,57.1029493
288,50,1.0,1,0.5,0.9,1,0,20,1,1,88.1733673670752,8.70890782893508,99.8343110477618,0.0,52.5601882,0.00254352808,89.927742,57.0574582,0.994914137,0.0,54.6030731,0.00211709683,89.821773,56.7879893
141,50,1.0,1,0.5,0.9,1,0,30,1,1,87.94092193629871,7.9684603409871,99.83278380120767,0.0,53.9444031,0.00223301548,89.9174957,57.6538772,0.995964955,0.0,55.9375141,0.00186219439,89.7937599,57.4632819
265,50,1.0,1,0.5,0.9,5,0,20,1,1,88.8439331127785,7.447551370027479,99.8164489140403,0.0,53.6499386,0.00230920986,89.9113484,57.4889229,0.995572808,0.0,55.4929236,0.0019546958,89.7550471,57.2403624
299,50,1.0,1,0.5,0.9,5,0,30,1,1,88.41787907520842,7.378115228741699,99.82141194600901,0.0,53.5145201,0.00233740659,89.9326841,57.5754097,0.995465377,0.0,55.6208235,0.00194539697,89.8090899,57.3122345
262,50,1.0,1,0.5,0.9,10,0,20,1,1,87.62464277956312,7.899371234330871,99.87050502406343,0.0,52.5657465,0.00256809456,89.9282074,57.0634268,0.994881906,0.0,54.7185475,0.00212314899,89.8300575,56.8428223
207,50,1.0,1,0.5,0.9,10,0,30,1,1,88.37469836048503,7.56841392100866,99.79781816522599,0.0,53.2895275,0.00237807246,89.9350194,57.2928758,0.995504013,0.0,55.4141766,0.00196361334,89.8049347,57.1862579
315,50,1.0,1,0.5,0.9,20,0,20,1,1,87.95663292621369,6.935514161717779,99.8624810476066,0.0,52.8306573,0.00249272437,89.9091117,56.8534393,0.995046897,0.0,54.5669103,0.0021185084,89.7570541,56.7560612
88,50,1.0,1,0.5,0.9,20,0,30,1,1,88.51867703787566,7.704650547461035,99.81892523500429,0.0,53.3014885,0.00239219814,89.9207309,57.3594447,0.995307089,0.0,55.2769827,0.00200419603,89.7954569,57.110332
229,50,1.0,1,0.5,0.98,1,0,20,1,1,89.05618431392774,7.701283406070101,99.81491320239914,0.0,52.7635,0.00250028444,89.9257891,57.1733202,0.9949728,0.0,54.7092643,0.00211889301,89.7805034,56.8309861
235,50,1.0,1,0.5,0.98,1,0,30,1,1,88.98784177018474,8.593284186531408,99.7970748244903,0.0,53.0208166,0.00245597385,89.902984,57.3250766,0.995158387,0.0,55.0594107,0.00204239562,89.7364179,57.0193281
259,50,1.0,1,0.5,0.98,5,0,20,1,1,88.95269192225142,7.210408946727663,99.86002768027801,0.0,53.0073443,0.00244729499,89.9149482,57.2337337,0.995236812,0.0,54.8446441,0.00206601802,89.779078,56.8929555
97,50,1.0,1,0.5,0.98,5,0,30,1,1,88.18993037170986,7.639177761332429,99.83439878394641,0.0,53.120501,0.00244794024,89.9055423,57.2216418,0.995113008,0.0,55.1257126,0.00204172732,89.7600586,57.0567373
159,50,1.0,1,0.5,0.98,10,0,20,1,1,88.13533088615839,7.24817722311472,99.80075824766158,0.0,53.3295588,0.00238926462,89.9090811,57.1489211,0.995243437,0.0,55.1210932,0.0020378494,89.7510174,57.025662
171,50,1.0,1,0.5,0.98,10,0,30,1,1,89.31623982104786,8.111673038000069,99.8290548966463,0.0,52.6319601,0.00255645745,89.925001,57.3255568,0.994752022,0.0,54.7163903,0.00213051306,89.7625889,56.8364981
215,50,1.0,1,0.5,0.98,20,0,20,1,1,88.39596436265731,8.076357871337773,99.83366395244803,0.0,53.5013323,0.00232351881,89.9172313,57.4692615,0.995710266,0.0,55.5532906,0.00192657136,89.7852505,57.2671714
256,50,1.0,1,0.5,0.98,20,0,30,1,1,87.11976546920889,7.54193755267001,99.81799829235474,0.0,52.7494146,0.00251618486,89.9270224,57.0157582,0.995216302,0.0,55.1224637,0.00202830247,89.7941227,57.0367512
225,50,1.0,1,0.5,0.99,1,0,20,1,1,89.41431508549076,7.848708592882056,99.82255856364361,0.0,53.4513585,0.00236222019,89.9030017,57.4760695,0.995491684,0.0,55.4850195,0.0019601654,89.7702973,57.2211238
199,50,1.0,1,0.5,0.99,1,0,30,1,1,87.85960296070418,8.209612603233333,99.84665638456993,0.0,53.0894156,0.00243938696,89.9183352,57.2626411,0.995037416,0.0,55.0459046,0.00205628625,89.775641,57.0148284
279,50,1.0,1,0.5,0.99,5,0,20,1,1,89.2885481718119,6.466202041913696,99.84226063320247,0.0,52.6558713,0.00256093633,89.9052984,56.9707887,0.994868656,0.0,54.661207,0.00213159686,89.8003871,56.8199156
228,50,1.0,1,0.5,0.99,5,0,30,1,1,88.75046849500907,7.454451060315753,99.8366074869854,0.0,53.1373232,0.00241274269,89.9025249,57.4217881,0.995487599,0.0,55.3620144,0.00197579844,89.7649281,57.1535647
194,50,1.0,1,0.5,0.99,10,0,20,1,1,88.43494264585586,8.114242962085038,99.85341814949102,0.0,53.061692,0.00243388734,89.9321424,57.2667384,0.995256203,0.0,55.0013274,0.00204066094,89.7824068,56.9960607
108,50,1.0,1,0.5,0.99,10,0,30,1,1,88.56386332421884,7.656502566658963,99.83910343287748,0.0,53.366077,0.00235101821,89.8972253,57.3531959,0.995693972,0.0,55.4933749,0.00193886313,89.7364235,57.2301928
89,50,1.0,1,0.5,0.99,20,0,20,1,1,89.0380423180691,6.7994021637890185,99.76848639105675,0.0,53.2537178,0.00240930672,89.9323496,57.1873206,0.995362278,0.0,55.1071639,0.00202461094,89.7689866,57.0420276
190,50,1.0,1,0.5,0.99,20,0,30,1,1,88.97247754714753,7.04637809870264,99.82841935852645,0.0,53.2834768,0.00238685477,89.9094939,57.4087234,0.995448278,0.0,55.2893091,0.00199298787,89.7399078,57.1210711
340,50,2.0,0,0.05,0.99,1,0,20,0,2,65.3020711855515,15.107012450644458,99.82892158216731,0.0,51.9952337,0.00273457335,89.8988393,56.8953328,0.994380102,0.0,54.271483,0.00223542218,89.7426095,56.6287454
32,50,2.0,0,0.1,0.99,1,0,20,0,1,82.66783543138105,11.350997976040336,99.79467283409048,0.0,52.1530035,0.00271938821,89.9238523,56.8167936,0.994212444,0.0,54.2493137,0.00225242041,89.7945479,56.613074
56,50,2.0,0,0.1,0.99,1,0,20,1,1,82.22490146719804,11.134113869298275,99.83504776889365,0.0,51.484982,0.0028944347,89.9141215,56.4489391,0.993470785,0.0,53.3343819,0.0024450307,89.7780216,56.156125
341,50,5.0,0,0.05,0.99,1,0,20,0,2,71.10840998651483,14.015522210666244,99.8614578552333,0.0,49.943268,0.00344698318,89.9267427,56.0378632,0.990653968,0.0,51.906801,0.00290978086,89.8267233,55.4229229
61,50,5.0,0,0.1,0.99,1,0,20,0,1,86.14130256847642,8.656205442355594,99.82233489203621,0.0,50.2274647,0.00331106117,89.9217518,55.9661687,0.991477324,0.0,52.0583105,0.00281348988,89.8072599,55.5203457
34,50,5.0,0,0.1,0.99,1,0,20,1,1,86.864753816768,8.80030491844314,99.81899733586437,0.0,50.3930207,0.00328647618,89.9165013,56.0988033,0.99139603,0.0,52.3075178,0.00279245136,89.7916252,55.63106
0,50,5.0,1,0.25,0.9,1,0,50,0,0,91.17226918209016,7.038546845322456,99.77201653248622,0.0,51.2661654,0.00301535627,89.8764536,56.6103064,0.992442081,0.0,53.3487823,0.00255150249,89.7662471,56.1660037
57,100,0.01,0,0.1,0.99,1,0,20,0,1,67.39185152028026,15.163939098479654,99.8460946071356,0.0,55.9654048,0.00180435084,89.9171192,58.5770809,0.997244674,0.0,57.9871383,0.00150243285,89.8012239,58.487658
28,100,0.01,0,0.1,0.99,1,0,20,1,1,66.28733406051286,15.405698965300417,99.84678951588172,0.0,55.1207312,0.00195715159,89.9088176,58.1437605,0.996783123,0.0,57.0019866,0.00164650076,89.7764314,57.9962998
2,100,0.5,0,0.1,0.99,1,0,20,0,1,75.88716672686746,13.682436826610038,99.83215624546472,0.0,54.0053397,0.00221729854,89.9213593,57.6147308,0.996064814,0.0,56.070485,0.00182921929,89.8081651,57.5323597
5,100,0.5,0,0.1,0.99,1,0,20,1,1,75.19286796613979,14.062041821715471,99.81640420720521,0.0,53.7652679,0.0022570021,89.9289772,57.6475855,0.996086627,0.0,55.9955021,0.00184012962,89.778128,57.4857924
37,100,1.0,0,0.1,0.99,1,0,20,0,1,79.41340459514875,13.859907057289396,99.8216830807896,0.0,52.5429538,0.00256635693,89.925641,56.7407578,0.994870278,0.0,54.3964348,0.0021567272,89.7456202,56.6747757
25,100,1.0,0,0.1,0.99,1,0,20,1,1,80.56278528495642,12.29854982703511,99.85404845545895,0.0,52.6786082,0.00253952437,89.9324474,57.0841425,0.994885512,0.0,54.6604778,0.00212384168,89.8057714,56.8102011
11,100,2.0,0,0.1,0.99,1,0,20,0,1,81.53514454818959,11.561434730091,99.82272319020502,0.0,51.5137419,0.00289680702,89.9287103,56.5285317,0.993167955,0.0,53.4739843,0.00245245738,89.8019701,56.222907
38,100,2.0,0,0.1,0.99,1,0,20,1,1,81.99991897731293,12.01663825831152,99.81764458674995,0.0,51.8057605,0.00281215837,89.9130713,56.6839926,0.993871762,0.0,53.8313076,0.00233795301,89.7509039,56.3948583
16,100,5.0,0,0.1,0.99,1,0,20,0,1,85.76107826377623,8.765805373880195,99.83624045523074,0.0,50.2930188,0.00330816584,89.9226112,55.929675,0.991671434,0.0,52.2223797,0.00277781042,89.7758517,55.6052799
53,100,5.0,0,0.1,0.99,1,0,20,1,1,85.90016329725191,8.569100826504803,99.8541718066836,0.0,50.3522129,0.00330383213,89.9271578,55.9751635,0.991366996,0.0,52.0498435,0.00284320169,89.8330655,55.5174146
